filing_name,filing_date,district_court,exchange,ticker
"Validus Holdings, Ltd.",03/20/2018,D. New Jersey,New York SE,VR
EarthLink Holdings Corp.,03/19/2018,E.D. Arkansas,NASDAQ,ELNK
Shanda Games Limited : American Depositary Shares,03/19/2018,S.D. New York,NASDAQ,GAME
"Cemex, S.A.B. de C.V. : American Depositary Shares",03/16/2018,S.D. New York,New York SE,CX
United American Bank,03/16/2018,N.D. California,OTC-BB,UABK
"Sigma Designs, Inc.",03/15/2018,N.D. California,NASDAQ,SIGM
"Acadia Healthcare Company, Inc.",03/14/2018,M.D. Tennessee,NASDAQ,ACHC
Credit Suisse Group AG : VelocityShares Daily Inverse VIX Short Term exchange traded notes,03/14/2018,S.D. New York,NASDAQ,XIV
BRF S.A.,03/12/2018,S.D. New York,New York SE,BRFS
"Foot Locker, Inc.",03/09/2018,E.D. New York,New York SE,FL
"WageWorks, Inc.",03/09/2018,N.D. California,New York SE,WAGE
"Akorn, Inc.",03/08/2018,N.D. Illinois,NASDAQ,AKRX
"Gener8 Maritime, Inc.",03/08/2018,S.D. New York,New York SE,GNRT
La Quinta Holdings Inc.,03/08/2018,N.D. Texas,New York SE,LQ
magicJack VocalTec Ltd.,03/08/2018,S.D. Florida,NASDAQ,CALL
U.S. Geothermal Inc.,03/08/2018,D. Delaware,New York SE,HTM
"Blackhawk Network Holdings, Inc.",03/07/2018,N.D. California,NASDAQ,HAWK
"Henry Schein, Inc.",03/07/2018,E.D. New York,NASDAQ,HSIC
"BioCryst Pharmaceuticals, Inc.",03/06/2018,D. Delaware,NASDAQ,BCRX
Callidus Software Inc.,03/06/2018,N.D. California,NASDAQ,CALD
"CSRA, Inc.",03/06/2018,D. Nevada,New York SE,CSRA
Atlantic Coast Financial Corporation,03/05/2018,M.D. Florida,NASDAQ,ACFC
"Atlas Financial Holdings, Inc.",03/05/2018,N.D. Illinois,NASDAQ,AFH
Banro Corporation,03/05/2018,S.D. New York,New York SE,BAA
"Crystal Rock Holdings, Inc.",03/05/2018,D. Connecticut,New York SE,CRVP
"Grupo Televisa, S.A.B. : American Depository Shares",03/05/2018,S.D. New York,New York SE,TV
Sprouts Farmers Market Incorporated,03/02/2018,D. Arizona,NASDAQ,SFM
"Ulta Beauty, Inc.",03/02/2018,N.D. Illinois,NASDAQ,ULTA
Kraton Corporation,02/26/2018,S.D. Texas,New York SE,KRA
Pharmerica Corporation,02/24/2018,W.D. Kentucky,Privately Traded,Privately Traded
"MiMedx Group, Inc.",02/23/2018,N.D. Georgia,NASDAQ,MDXG
"Alliqua BioMedical, Inc.",02/22/2018,D. Delaware,NASDAQ,ALQA
"Pinnacle Entertainment, Inc.",02/21/2018,D. Nevada,NASDAQ,PNK
"Ruby Tuesday, Inc.",02/21/2018,E.D. Tennessee,New York SE,RT
SCANA Corporation,02/21/2018,D. South Carolina,New York SE,SCG
"Ubiquiti Networks, Inc.",02/21/2018,S.D. New York,NASDAQ,UBNT
"DST Systems, Inc.",02/20/2018,D. Delaware,New York SE,DST
Wynn Resorts Limited,02/20/2018,D. Nevada,NASDAQ,WYNN
"Riot Blockchain, Inc. (f/k/a Bioptix, Inc.)",02/17/2018,D. New Jersey,NASDAQ,RIOT
Clifton Bancorp Inc.,02/16/2018,D. New Jersey,NASDAQ,CSBK
Wells Fargo & Company,02/16/2018,S.D. New York,New York SE,WTC
Bioverativ Inc.,02/15/2018,D. Massachusetts,NASDAQ,BIVV
Key Technology Inc,02/15/2018,E.D. Washington,NASDAQ,KTEC
"Obalon Therapeutics, Inc.",02/14/2018,S.D. California,NASDAQ,OBLN
"Ohr Pharmaceutical, Inc.",02/14/2018,S.D. New York,NASDAQ,OHRP
"Cascadian Therapeutics, Inc.",02/13/2018,D. Delaware,NASDAQ,CASC
Juno Therapeutics Inc,02/13/2018,W.D. Washington,NASDAQ,JUNO
Quantum Corporation,02/13/2018,N.D. California,New York SE,QTM
NQ Mobile,02/10/2018,E.D. Texas,New York SE,NQ
Aflac Incorporated,02/09/2018,M.D. Georgia,New York SE,AFL
Bristol-Myers Squibb Company,02/09/2018,S.D. New York,New York SE,BMY
"Diamond Resorts International, Inc. : Programs as Financial Instruments",02/09/2018,D. Nevada,D. Nevada,D. Nevada
"LJM Funds Management, Ltd. : LJM Preservation and Growth Fund",02/09/2018,N.D. Illinois,N.D. Illinois,LJMIX
"American Finance Trust, Inc.",02/08/2018,S.D. New York,S.D. New York,S.D. New York
Bill Barrett Corporation,02/08/2018,D. Colorado,New York SE,BBG
Johnson & Johnson,02/08/2018,D. New Jersey,New York SE,JNJ
"Kindred Healthcare, Inc.",02/08/2018,D. Delaware,New York SE,KND
"Super Micro Computer, Inc.",02/08/2018,N.D. California,NASDAQ,SMCI
Synergy Pharmaceuticals Inc,02/08/2018,E.D. New York,NASDAQ,SGYP
BitConnect : Initial Coin Offering,02/07/2018,S.D. Florida,S.D. Florida,S.D. Florida
"Funko, Inc.",02/07/2018,W.D. Washington,NASDAQ,FNKO
"Advance Auto Parts, Inc.",02/06/2018,D. Delaware,New York SE,AAP
"Bellicum Pharmaceuticals, Inc.",02/06/2018,S.D. Texas,NASDAQ,BLCM
First BancTrust Corporation,02/06/2018,D. Delaware,OTC-BB,FIRT
"MetLife, Inc.",02/05/2018,E.D. New York,New York SE,MET
"Stanley Furniture Company, Inc.",02/05/2018,M.D. North Carolina,NASDAQ,STLY
"Paragon Coin, Inc. : Initial Coin Offering",01/30/2018,N.D. California,N.D. California,N.D. California
Chicago Bridge & Iron Company N.V.,01/29/2018,S.D. Texas,New York SE,CBI
Ballard Power Systems Inc.,01/27/2018,S.D. New York,NASDAQ,BLDP
Civeo Corporation,01/26/2018,S.D. Texas,New York SE,CVEO
"Snyder's-Lance, Inc.",01/25/2018,W.D. North Carolina,NASDAQ,LNCE
Southcross Energy Partners LP,01/22/2018,N.D. Texas,New York SE,SXE
"Aerohive Networks, Inc.",01/19/2018,N.D. California,New York SE,HIVE
"Almost Family, Inc.",01/18/2018,W.D. Kentucky,NASDAQ,AFAM
General Electric Company,01/18/2018,D. Connecticut,New York SE,GE
"Sucampo Pharmaceuticals, Inc.",01/18/2018,D. Maryland,NASDAQ,SCMP
Vodafone Group Public Limited Company : American Depositary Shares,01/18/2018,S.D. New York,NASDAQ,VOD
Xunlei Limited : American Depositary Shares,01/18/2018,S.D. New York,NASDAQ,XNET
"Yelp, Inc.",01/18/2018,N.D. California,New York SE,YELP
Tesaro Inc.,01/17/2018,D. Massachusetts,NASDAQ,TSRO
"Advanced Micro Devices, Inc.",01/16/2018,N.D. California,NASDAQ,AMD
"Aetna, Inc.",01/16/2018,D. Connecticut,New York SE,AET
"Entellus Medical, Inc.",01/16/2018,D. Minnesota,NASDAQ,ENTL
"AMC Entertainment Holdings, Inc.",01/12/2018,S.D. New York,New York SE,AMC
"Ignyta, Inc.",01/12/2018,S.D. California,NASDAQ,RXDX
Aradigm Corporation,01/11/2018,N.D. California,NASDAQ,ARDM
"AZZ, Inc.",01/11/2018,N.D. Texas,New York SE,AZZ
Intel Corporation,01/10/2018,N.D. California,NASDAQ,INTC
"Barracuda Networks, Inc.",01/09/2018,N.D. California,New York SE,CUDA
"GoPro, Inc.",01/09/2018,N.D. California,NASDAQ,GPRO
"YUME, Inc.",01/07/2018,N.D. California,New York SE,YUME
"Amplify Snack Brands, Inc.",01/05/2018,W.D. Texas,New York SE,BETR
"Buffalo Wild Wings, Inc.",01/05/2018,D. Minnesota,NASDAQ,BWLD
Dynegy Inc.,01/04/2018,S.D. Texas,New York SE,DYN
Stone Energy Corporation,01/04/2018,D. Delaware,New York SE,SGY
Acuity Brands Inc.,01/03/2018,N.D. Georgia,New York SE,AYI
"Cavium, Inc.",01/02/2018,N.D. California,NASDAQ,CAVM
"Ekso Bionics Holdings, Inc.",01/02/2018,N.D. California,NASDAQ,EKSO
General Cable Corporation,01/02/2018,D. Delaware,New York SE,BGC
Interoil Corporation,01/02/2018,N.D. Texas,New York SE,IOC
Repros Therapeutics Inc.,12/29/2017,S.D. Texas,NASDAQ,RPRX
Capitala Finance Corp.,12/28/2017,W.D. North Carolina,NASDAQ,CPTA
Giga Watt Inc. : Initial Coin Offering,12/28/2017,E.D. Washington,E.D. Washington,E.D. Washington
"Bonanza Creek Energy, Inc.",12/27/2017,D. Delaware,New York SE,BCEI
"Kobe Steel, Ltd. : American Depositary Receipts",12/26/2017,S.D. New York,OTC-BB,KBSTY
"Bazaarvoice, Inc.",12/22/2017,W.D. Texas,NASDAQ,BV
Credit Suisse Group AG : American Depositary Receipts,12/22/2017,S.D. New York,New York SE,CS
ATBCOIN LLC : Initial Coin Offering,12/21/2017,S.D. New York,S.D. New York,S.D. New York
Philip Morris International Inc.,12/21/2017,D. New Jersey,New York SE,PM
The Crypto Company,12/21/2017,C.D. California,OTC-BB,CRCW
JA Solar Holdings Co. Ltd. : American Depositary Shares,12/19/2017,S.D. New York,NASDAQ,JASO
"Monkey Capital, LLC : Initial Coin Offering",12/19/2017,S.D. Florida,S.D. Florida,S.D. Florida
Deltic Timber Corp.,12/18/2017,D. Delaware,New York SE,DEL
Time Inc.,12/18/2017,S.D. New York,New York SE,TIME
"Aqua Metals, Inc.",12/15/2017,N.D. California,NASDAQ,AQMS
"Liberty Tax, Inc.",12/15/2017,E.D. New York,NASDAQ,TAX
"Bay Bancorp, Inc.",12/14/2017,D. Maryland,NASDAQ,BYBK
"Exactech, Inc.",12/14/2017,N.D. Florida,NASDAQ,EXAC
"Centra Tech, Inc. : Initial Coin Offering",12/13/2017,S.D. Florida,S.D. Florida,S.D. Florida
"Impax Laboratories, Inc.",12/12/2017,N.D. California,NASDAQ,IPXL
MGC Diagnostics Corporation,12/12/2017,D. Minnesota,NASDAQ,MGCD
Qudian Inc. : American Depositary Shares,12/12/2017,S.D. New York,New York SE,QD
U.S. Energy Corp.,12/11/2017,D. Colorado,NASDAQ,USEG
"CalAtlantic Group, Inc.",12/07/2017,E.D. Virginia,New York SE,CAA
"OSI Systems, Inc.",12/07/2017,C.D. California,NASDAQ,OSIS
"PayPal Holdings, Inc.",12/06/2017,N.D. California,NASDAQ,PYPL
"NewStar Financial, Inc.",12/04/2017,D. Massachusetts,NASDAQ,NEWS
"INC Research Holdings, Inc.",12/01/2017,E.D. North Carolina,NASDAQ,INCR
Capella Education Company,11/30/2017,D. Minnesota,NASDAQ,CPLA
Paragon Commercial Corporation,11/30/2017,E.D. North Carolina,NASDAQ,PBNC
Katanga Mining Limited,11/29/2017,D. New Jersey,OTC-BB,KATFF
"USAmeriBancorp, Inc.",11/29/2017,M.D. Florida,OTC-BB,USAB
"RYB Education, Inc. : American Depository Shares",11/27/2017,S.D. New York,New York SE,RYB
Alkermes plc,11/22/2017,S.D. New York,NASDAQ,ALKS
"OvaScience, Inc.",11/22/2017,D. Massachusetts,NASDAQ,OVAS
Triangle Capital Corporation,11/21/2017,E.D. North Carolina,New York SE,TCAP
